fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"Perama, Greece (PER)","MARONEIA AG. KHARALAMPOU, Greece (099)",AERO 3 HIGHSPEED,TRITON FERRIES,5.0,1.0,Cabin-4 Beds [AB4],370.0,No discount,82.85799290004324,1973-02-27,10:51:39,1900-01-01 20:41:39,F,1998-12-07,Solomon Islands,(789)749-2889,Sherry,Graham,Sherry.Graham@gmail.com,GB69IIWH87317880562874,Sherry,Graham,12/32
"Platania, Greece (PIA)","Keramoti, Greece (KER)",KERKYRA EXPRESS,AEGEAN FLYING DOLPHINS,4.0,1.0,Cabin-4 Beds [AB4],497.0,Having many children,59.069239842939645,1980-05-26,18:48:11,1900-01-02 11:45:11,F,1987-03-08,Myanmar,390.111.5055,Jean,Mccall,Jean.Mccall@gmail.com,GB75JWIC24427289154736,Jean,Mccall,10/31
"Korinthos, Greece (KRT)","Agiokampos Larissas, Greece (AGK)",H/S/C SANTORINI PALACE,DODEKANISSOS SEAWAYS,4.0,2.0,Cabin-3 Beds [AB3],480.0,College Student,18.97006317284107,1989-02-19,12:24:08,1900-01-01 22:07:08,F,1987-07-17,Oman,1682084649,Cindy,Watkins,Cindy.Watkins@gmail.com,GB16JIOD00669488770353,Cindy,Watkins,08/24
"Kyllini, Greece (KYL)","Elafonissos Lakonias, Greece (ELN)",SPORADES STAR,KERKYRAIKES GRAMMES,5.0,5.0,Cabin-4 Beds [AB4],15.0,No discount,52.8458037872684,1990-09-21,01:32:13,1900-01-01 02:58:13,F,1997-07-29,Brunei Darussalam,788-939-5944,Kayla,Morgan,Kayla.Morgan@gmail.com,GB32KSMM99897556505891,Kayla,Morgan,09/24
"Myrtos Beach, Greece (MYB)","Patras, Greece (GPA)",BLUE STAR CHIOS,ΑΤΤΙCA GROUP,4.0,3.0,Cabin-4 Beds (Ext.) [A4],19.0,Hoplites,21.2387679433636,2012-05-22,01:19:29,1900-01-01 03:51:29,F,2004-10-29,Bouvet Island (Bouvetoya),108-824-1681,Tara,Campos,Tara.Campos@gmail.com,GB90SRIP89531592849705,Tara,Campos,11/31
"Alonnisos, Greece (ALO)","Yali Island, Greece (YLI)",F/B IONIS,AGIA MARINI NE,4.0,2.0,Cabin-2 Beds [A2K],335.0,Hoplites,51.39537653461329,2003-06-22,16:17:29,1900-01-02 00:59:29,M,2001-09-04,Mayotte,001-014-861-3493,Donald,Harris,Donald.Harris@gmail.com,GB76JCYH73706736156941,Donald,Harris,01/24
"Nea Artaki, Greece (NAR)","Asprovalta, Greece (APV)",BLUE STAR PAROS,TRITON FERRIES,10.0,7.0,Cabin-3 Beds (Ext.) [A3],397.0,Having many children,13.628033653294608,2023-01-12,20:38:58,1900-01-02 10:50:58,F,1979-09-27,Syrian Arab Republic,913.720.4498,Stacey,Hernandez,Stacey.Hernandez@gmail.com,GB70FTIK69202942399877,Stacey,Hernandez,10/27
"Leonidion, Greece (LND)","Skaloma, Greece (SKM)",FOIVOS,TWOWAY FERRIES,10.0,11.0,Cabin-4 Beds (Ext.) [A4],449.0,College Student,40.32162075782193,1994-12-07,09:36:41,1900-01-01 11:04:41,M,2003-02-23,Holy See (Vatican City State),(563)422-6547,Matthew,Wilson,Matthew.Wilson@gmail.com,GB98GWUK63562394218785,Matthew,Wilson,07/32
"Kiparissia, Greece (KIP)","Agios Nikolaos, Kriti, Greece (ANI)",SIFNOS JET,ANES FERRIES,10.0,7.0,Cabin-4 Beds [AB4],11.0,College Student,46.13487379005024,1973-08-17,12:03:29,1900-01-01 21:59:29,M,1997-10-14,Nauru,2496331571,Robert,Rodriguez,Robert.Rodriguez@gmail.com,GB39TZWZ71881664811828,Robert,Rodriguez,05/27
"Chalkida, Greece (CLK)","Farmakonissi Dodekanissos, Greece (FAM)",Η/S/F FESTOS PALACΕ,ZANTE FERRIES ,9.0,4.0,Deck/Living Room [D] ,498.0,No discount,54.62082930657552,1973-03-04,12:14:52,1900-01-01 14:55:52,F,1988-12-15,Nepal,+1-460-555-4696,Amanda,Holmes,Amanda.Holmes@gmail.com,GB44HNVR92995263279682,Amanda,Holmes,01/30
"Sikinos, Greece (SII)","Kastos Island, Greece (KSI)",SUPERFAST XI,KATEROS,3.0,4.0,Cabin-3 Beds (Ext.) [A3],40.0,Having many children,38.57106831270967,1982-05-17,21:14:41,1900-01-02 09:38:41,M,1988-08-24,Mauritius,007.126.4563,Isaac,Miller,Isaac.Miller@gmail.com,GB67KEXQ13010331296856,Isaac,Miller,06/23
"Antiparos, Greece (ANP)","Naoussa Parou, Greece (NAS)",MAKEDON,ANE KALYMNOU,1.0,1.0,Aviation Seat [ATS],333.0,No discount,28.81951283446787,2023-04-30,11:52:01,1900-01-01 18:26:01,M,1981-07-30,Congo,096-703-7769,Adam,Garcia,Adam.Garcia@gmail.com,GB32FRPI42291447046313,Adam,Garcia,12/25
"Rio, Greece (RIO)","Lipsoi, Greece (LIP)",Η/S/F FESTOS PALACΕ,ΑΤΤΙCA GROUP,5.0,2.0,Deck/Living Room [D] ,27.0,Three Children,66.82332398731543,2007-04-21,01:15:55,1900-01-01 19:49:55,F,1979-05-23,Christmas Island,(012)227-0926,Crystal,Mcpherson,Crystal.Mcpherson@gmail.com,GB85BFDC81104749443190,Crystal,Mcpherson,03/24
"Nea Artaki, Greece (NAR)","Antiparos, Greece (ANP)",H/S/F OLYMPIC CHAMPION,SEAJETS,6.0,5.0,Cabin-3 Beds (Ext.) [A3],129.0,College Student,69.09447147015567,2009-03-23,10:44:34,1900-01-01 20:12:34,F,2004-03-26,Sri Lanka,607-609-5895,Kari,Weaver,Kari.Weaver@gmail.com,GB57OOID91813423405795,Kari,Weaver,07/23
"EPANOME THESSALONIKES, Greece (735)","Kastelli Kissamou, Greece (KIS)",BLUE CARRIER 1,TWOWAY FERRIES,9.0,5.0,Cabin-2 Beds [A2K],123.0,Three Children,42.61001070345831,2014-08-25,02:14:38,1900-01-01 20:38:38,F,1988-07-15,Oman,159.905.1046,Kelly,Rivera,Kelly.Rivera@gmail.com,GB35OMIT79589555186491,Kelly,Rivera,03/25
"Altsi, Greece (ATS)","Skaloma, Greece (SKM)",AQUA BLUE,MINOAN LINES,4.0,5.0,Cabin-2 Beds (Ext.) [AA2],498.0,Three Children,61.02771393283997,2005-11-12,22:50:40,1900-01-02 04:16:40,F,1992-05-28,Thailand,7558106528,Katelyn,Johnson,Katelyn.Johnson@gmail.com,GB30PRFM81056726322924,Katelyn,Johnson,05/29
"MARATHOUPOLE MESSENIAS, Greece (772)","Aspropirgos, Greece (ASS)",ARIADNI,MIKRES KYKLADES,1.0,1.0,Cabin-4 Beds (Ext.) [A4],107.0,Having many children,80.12917978110954,2003-08-26,07:44:58,1900-01-01 13:21:58,M,1993-06-13,Lebanon,898-930-1900,Jesus,Mercer,Jesus.Mercer@gmail.com,GB14VYGK07079651622115,Jesus,Mercer,09/26
"Skaramangas, Greece (SKA)","Piraeus, Greece (PIR)",ZEFYROS,MIKRES KYKLADES,2.0,2.0,Cabin-3 Beds (Ext.) [A3],240.0,No discount,55.608161849681075,2018-11-28,10:56:34,1900-01-02 03:27:34,F,2000-03-02,Cayman Islands,240-047-4810,Christina,Schmidt,Christina.Schmidt@gmail.com,GB30NOEL16510771826576,Christina,Schmidt,07/23
"Agios Nikolaos, Kriti, Greece (ANI)","Agia Roumeli, Greece (ROU)",ARTEMIS,SAOS,5.0,6.0,Cabin-4 Beds (Ext.) [A4],204.0,Hoplites,66.05588579095107,1994-12-31,06:12:20,1900-01-01 21:23:20,F,1981-05-22,Georgia,3602131192,Lisa,Hoffman,Lisa.Hoffman@gmail.com,GB18GDOL56479022917943,Lisa,Hoffman,03/32
"Poros Kefallinias, Greece (PKE)","Agia Marina Aiginas, Greece (AMR)",CONTESSA DI LEVANTE,MINOAN LINES,4.0,1.0,Cabin-4 Beds [A4K],454.0,Retired NAT,45.382492409500145,1990-04-14,13:22:47,1900-01-02 06:23:47,F,1979-09-09,El Salvador,(280)831-8986,Andrea,Thornton,Andrea.Thornton@gmail.com,GB76HVNS89647871720894,Andrea,Thornton,05/30
"Salonika, Greece (SNK)","Perea, Greece (PRR)",ADAMANTIOS KORAIS,SEA SPEED FERRIES,8.0,6.0,Cabin-4 Beds [A4K],372.0,No discount,45.568174421889225,1988-01-30,10:57:08,1900-01-02 04:04:08,M,2000-03-26,Saint Barthelemy,(722)040-7614,Robert,Morgan,Robert.Morgan@gmail.com,GB41ZSGN95100471946602,Robert,Morgan,04/25
"Symi, Greece (SYM)","Kosta Ermionidas, Greece (KEM)",FIOR DI LEVANTE,GOUTOS LINES,3.0,4.0,Cabin-4 Beds [AB4],57.0,Hoplites,45.24549905620708,2013-03-07,20:31:29,1900-01-02 03:48:29,F,2001-12-05,Egypt,001-903-184-8604,Adrienne,Shannon,Adrienne.Shannon@gmail.com,GB12ATMH29355354595164,Adrienne,Shannon,07/32
"NEA PERAMOS, Greece (902)","Neon Karlovasion, Greece (KAR)",PROTEAS,TWOWAY FERRIES,4.0,5.0,Cabin-2 Beds (Ext.) [AA2],360.0,No discount,83.11874288872274,1985-07-07,11:54:55,1900-01-01 18:30:55,M,1988-06-25,Israel,847.911.9851,Robert,Neal,Robert.Neal@gmail.com,GB03EWCR23403528921634,Robert,Neal,02/32
"Astakos, Greece (AST)","Kalathos Rodou, Greece (KLD)",MENEKRATIS,TRITON FERRIES,4.0,5.0,Cabin-3 Beds [AB3],292.0,Having many children,79.04088031436532,2012-02-01,09:19:25,1900-01-01 15:34:25,F,2001-12-22,Cape Verde,2695279148,Alexis,Rodriguez,Alexis.Rodriguez@gmail.com,GB81YSFO43164443390752,Alexis,Rodriguez,04/30
"PORTO KAGIO LAKONIAS, Greece (820)","Ierissos, Greece (IES)",BLUE STAR PATMOS,SARONIC FERRIES,8.0,1.0,Cabin-4 Beds (Ext.) [A4],384.0,Three Children,16.584792693091217,1978-10-09,14:42:36,1900-01-02 07:41:36,M,1995-06-26,Ireland,001-978-048-2746,Michael,Gray,Michael.Gray@gmail.com,GB30DDIK27696795272033,Michael,Gray,03/27
"KORONE MESSENIAS, Greece (756)","Pyrgos, Greece (PYR)",H/S/C SANTORINI PALACE,FAST FERRIES,3.0,3.0,Cabin-4 Beds [A4K],372.0,Retired NAT,54.736074185793065,1981-04-11,03:15:36,1900-01-01 14:16:36,F,1995-12-31,Zimbabwe,(971)910-2002,Debra,Clark,Debra.Clark@gmail.com,GB77BNBN77991621767480,Debra,Clark,03/24
"Sikinos, Greece (SII)","Itea, Greece (ITA)",STAVROS,KERKYRAIKES GRAMMES,8.0,6.0,Cabin-3 Beds (Ext.) [A3],412.0,Three Children,79.32719055482931,1995-03-02,00:43:42,1900-01-01 07:36:42,F,1979-06-18,Australia,1281939502,Dana,Gilbert,Dana.Gilbert@gmail.com,GB28KXAO59763050502706,Dana,Gilbert,01/28
"Eleusina, Greece (EEU)","Agia Marina Aiginas, Greece (AMR)",BLUE STAR CHIOS,ANEK LINES,9.0,2.0,Cabin-4 Beds [AB4],109.0,Hoplites,93.50119872319931,1995-09-18,11:29:25,1900-01-01 14:16:25,F,1998-01-14,Korea,204.539.1639,Kathleen,Ruiz,Kathleen.Ruiz@gmail.com,GB82KKYX51506842997251,Kathleen,Ruiz,03/32
"Polychnitos Lesvou, Greece (PLC)","Itea, Greece (ITA)",F/B ELEFTHERIOS VENIZELOS,ANEK LINES,10.0,11.0,Cabin-3 Beds [AB3],129.0,Hoplites,29.781389367665593,2003-10-14,21:05:51,1900-01-02 06:35:51,F,1992-01-20,Saint Pierre and Miquelon,084-331-2197,Cheryl,Tapia,Cheryl.Tapia@gmail.com,GB50SECQ01846448215099,Cheryl,Tapia,11/30
"Kea (Tzia), Greece (KEA)","Palaia Fokaia, Greece (PFA)",SUPERJET,SEA SPEED FERRIES,10.0,11.0,Cabin-4 Beds (Ext.) [A4],179.0,Three Children,99.68816966186412,2002-12-25,10:49:54,1900-01-02 05:18:54,M,1977-03-02,South Georgia and the South Sandwich Islands,(907)180-2927,Jeremy,Woods,Jeremy.Woods@gmail.com,GB37YJJQ69459262190578,Jeremy,Woods,12/24
"Antiparos, Greece (ANP)","Skaloma, Greece (SKM)",SUPERFAST I,FAST FERRIES,10.0,5.0,Cabin-4 Beds [A4K],429.0,College Student,40.32792570994614,1973-02-13,13:00:41,1900-01-01 19:01:41,F,1971-03-13,United States of America,022.667.4405,Teresa,Gordon,Teresa.Gordon@gmail.com,GB51OKPR45058601986579,Teresa,Gordon,02/26
"Pyrgos, Greece (PYR)","Agios Efstratios, Greece (AGO)",ANO CHORA,ANEK LINES,7.0,6.0,Deck/Living Room [D] ,290.0,College Student,58.91058076854449,2011-04-06,04:23:43,1900-01-01 09:54:43,F,1997-10-22,Togo,167.609.7531,Kristen,Francis,Kristen.Francis@gmail.com,GB54QQAE99226486311208,Kristen,Francis,04/31
"Kontias Limnou, Greece (KNS)","Kapsalion (Kythira), Greece (KAP)",ANDROS JET,ANEK LINES,4.0,3.0,Cabin-4 Beds (Ext.) [A4],14.0,Retired NAT,61.68120936306166,1999-04-23,13:16:51,1900-01-01 23:27:51,F,1991-09-28,Maldives,(393)152-8132,Tammy,Boyd,Tammy.Boyd@gmail.com,GB42BSWI54206783949853,Tammy,Boyd,05/26
"Kalamata, Greece (KLX)","Kiato, Greece (KIO)",FLYINGCAT 6,KERKYRAIKES GRAMMES,6.0,6.0,Aviation Seat [ATS],483.0,College Student,63.31682465556852,2017-06-27,17:59:31,1900-01-02 13:24:31,F,1974-09-18,Mongolia,5830237794,April,Casey,April.Casey@gmail.com,GB61SQSN05511545333024,April,Casey,06/25
"Elafonissos Lakonias, Greece (ELN)","Kardamaina Kos, Greece (KRM)",F/B PREVELIS,ΑΤΤΙCA GROUP,5.0,5.0,Cabin-2 Beds [A2K],377.0,Having many children,66.92545858878117,1975-02-11,17:56:42,1900-01-02 12:27:42,F,1999-07-14,Slovenia,3724028371,Mary,Parker,Mary.Parker@gmail.com,GB29GIJC24653863587163,Mary,Parker,07/24
"Paleochora, Greece (PCH)","Polychnitos Lesvou, Greece (PLC)",BLUE CARRIER 1,LEBANTE FERRIES,7.0,3.0,Cabin-2 Beds (Ext.) [AA2],421.0,Retired NAT,60.27945452647068,1985-07-19,11:18:08,1900-01-01 14:09:08,M,1994-05-01,Saint Lucia,995.569.8845,Seth,Harvey,Seth.Harvey@gmail.com,GB51OREW41705916312378,Seth,Harvey,11/28
"PETRITES KERKURAS, Greece (813)","Patras, Greece (GPA)",FLYINGCAT 3,TWOWAY FERRIES,9.0,4.0,Aviation Seat [ATS],238.0,Hoplites,87.32849662964713,1999-12-15,00:49:11,1900-01-01 19:04:11,F,1985-10-07,Japan,(765)593-2832,Tanya,Sanchez,Tanya.Sanchez@gmail.com,GB06LZHU64650486661632,Tanya,Sanchez,03/29
"Dafni, Greece (DAF)","Vouliagmeni, Greece (VLM)",H/S/F HELLENIC SPIRIT,DODEKANISSOS SEAWAYS,4.0,1.0,Cabin-3 Beds [AB3],309.0,Three Children,87.4149648658688,1997-06-26,08:11:46,1900-01-01 16:48:46,M,1983-05-28,Syrian Arab Republic,001-104-546-4379,Justin,Parsons,Justin.Parsons@gmail.com,GB76IIVP28582187421777,Justin,Parsons,01/28
"Artemis, Greece (TEM)","MARONEIA SETEIAS, Greece (774)",F/B ELEFTHERIOS VENIZELOS,ANE KALYMNOU,8.0,9.0,Cabin-3 Beds (Ext.) [A3],421.0,Hoplites,78.95478123911438,1992-03-14,16:01:50,1900-01-02 09:00:50,F,2001-01-26,Northern Mariana Islands,4701072790,Tracy,Jordan,Tracy.Jordan@gmail.com,GB57SJEP87444198137552,Tracy,Jordan,09/26
"PETRITES KERKURAS, Greece (813)","Chalkida, Greece (CLK)",SEAJET2,SARONIC FERRIES,9.0,8.0,Cabin-4 Beds (Ext.) [A4],423.0,College Student,11.068838516679214,2009-03-01,10:27:48,1900-01-02 01:53:48,F,1978-01-31,Macao,(623)906-0990,Mary,Johnson,Mary.Johnson@gmail.com,GB41SFLE77824632760130,Mary,Johnson,08/26
"Marmari, Greece (MRM)","Tsingeli, Greece (TSI)",FLYINGCAT 5,NOVA FERRIES,4.0,1.0,Cabin-2 Beds (Ext.) [AA2],149.0,Having many children,42.91144327185055,2009-07-14,14:56:36,1900-01-01 19:06:36,M,1997-10-13,Ireland,(293)923-3113,Robert,Bailey,Robert.Bailey@gmail.com,GB45YJWG19819054364611,Robert,Bailey,08/26
"Molyvos, Greece (MOL)","Klima, Greece (KLI)",SPORADES STAR,SARONIC FERRIES,4.0,1.0,Cabin-4 Beds (Ext.) [A4],419.0,Hoplites,58.410093275158786,1977-11-21,23:25:11,1900-01-02 01:16:11,M,2004-06-20,Gabon,458.322.7813,Randy,Gordon,Randy.Gordon@gmail.com,GB95DQWI97261599507559,Randy,Gordon,02/32
"Agia Pelagia, Greece (APE)","Agios Nikolaos Fokidas, Greece (AGF)",SUPER STAR,SEA SPEED FERRIES,9.0,8.0,Cabin-2 Beds (Ext.) [A2],84.0,Having many children,41.42676733328318,1983-04-20,04:47:32,1900-01-01 07:48:32,M,1981-11-23,Timor-Leste,(226)344-2316,Colton,Hubbard,Colton.Hubbard@gmail.com,GB22SPDY86917403927653,Colton,Hubbard,06/23
"Astros, Greece (ARS)","Lindos Rodou, Greece (LDR)",PROTEAS,ANES FERRIES,8.0,7.0,Cabin-2 Beds (Ext.) [AA2],109.0,No discount,41.6340737616071,2019-01-14,14:39:09,1900-01-02 03:51:09,F,1974-10-08,Gibraltar,2167143264,Jessica,Williams,Jessica.Williams@gmail.com,GB06EEUM59165311114541,Jessica,Williams,01/29
"Aigion, Greece (AEN)","Gavrion, Greece (GAV)",DIAGORAS,ZANTE FERRIES ,6.0,4.0,Cabin-3 Beds (Ext.) [A3],174.0,College Student,62.87395178776272,1992-09-25,03:34:11,1900-01-01 13:14:11,M,1983-01-27,Bhutan,+1-121-686-0285,Luis,Davenport,Luis.Davenport@gmail.com,GB72MOZC10067352181570,Luis,Davenport,07/32
"Trypiti Chalkidikis, Greece (TRY)","Amaliapolis, Greece (APL)",MARMARI EXPRESS,ANES FERRIES,3.0,1.0,Cabin-3 Beds [AB3],238.0,Retired NAT,94.64800368582742,1992-06-26,20:20:52,1900-01-02 00:26:52,F,1995-03-11,Chile,3922521916,Laura,Fleming,Laura.Fleming@gmail.com,GB53BBCF12215922241344,Laura,Fleming,02/27
"Eydilos, Greece (EYD)","Othonoi, Greece (OTH)",F/B KIDON,LEBANTE FERRIES,6.0,6.0,Cabin-2 Beds [A2K],470.0,Retired NAT,83.96878401533856,2000-04-27,21:20:19,1900-01-01 23:12:19,M,1985-11-17,Brazil,0280741128,Jose,Ramirez,Jose.Ramirez@gmail.com,GB19DODT95351683289132,Jose,Ramirez,09/25
"Chalkida, Greece (CLK)","Drepano Riou, Greece (DRE)",F/B KRITI I,DODEKANISSOS SEAWAYS,9.0,4.0,Cabin-3 Beds (Ext.) [A3],402.0,College Student,97.02370217449516,2015-09-19,15:48:33,1900-01-02 00:50:33,M,1983-01-16,Solomon Islands,279-227-8041,Frank,Jones,Frank.Jones@gmail.com,GB47NGDA82872716218215,Frank,Jones,02/29
"Aigiali Amorgou, Greece (AIG)","PURGOS KARUSTIAS EUBOIAS, Greece (824)",KEFALONIA,ALPHA LINES,7.0,2.0,Cabin-4 Beds [A4K],229.0,College Student,18.512949441950347,2018-11-22,22:14:01,1900-01-02 13:50:01,F,1985-08-12,Fiji,(037)798-0238,Rebecca,Martin,Rebecca.Martin@gmail.com,GB72PWAF39783457753055,Rebecca,Martin,07/26
"MARATHOUPOLE MESSENIAS, Greece (772)","Perama Geras Mytilinis, Greece (PGM)",EUDOKIA,IONION PELAGOS NE,4.0,5.0,Cabin-3 Beds (Ext.) [A3],169.0,Hoplites,98.25069698829552,2003-01-29,15:04:09,1900-01-01 17:22:09,M,1999-02-16,Macedonia,001-598-762-8441,Jonathan,Watson,Jonathan.Watson@gmail.com,GB78JCEQ91100364691331,Jonathan,Watson,05/23
"Spetsai, Greece (SPE)","Nisiros, Greece (NIS)",MARMARI EXPRESS,NOVA FERRIES,1.0,2.0,Cabin-3 Beds [AB3],122.0,No discount,72.82955820336139,1984-03-10,18:00:12,1900-01-02 12:09:12,M,1990-06-20,Croatia,073-843-0231,Christopher,Johnson,Christopher.Johnson@gmail.com,GB54QLXL98956517158731,Christopher,Johnson,02/29
"Galatas Troizinas, Greece (GAL)","Mirina, Greece (MYR)",KERKYRA EXPRESS,ANE KALYMNOU,9.0,2.0,Cabin-2 Beds [A2K],329.0,College Student,80.31752534217418,1987-12-16,15:55:34,1900-01-01 19:26:34,F,2001-08-16,Lao People's Democratic Republic,502-523-7558,Tina,Barr,Tina.Barr@gmail.com,GB16IAWC23220721488975,Tina,Barr,08/30
"Agios Efstratios, Greece (AGO)","Hydra (Idhra), Greece (HYD)",ANO CHORA,AEGEAN FLYING DOLPHINS,10.0,8.0,Cabin-2 Beds (Ext.) [A2],114.0,No discount,37.67700053341085,2022-06-19,20:28:54,1900-01-02 06:54:54,M,2004-11-26,Mexico,(567)111-2504,Larry,Murray,Larry.Murray@gmail.com,GB31WWYS53446678442489,Larry,Murray,05/28
"PURGOS KARUSTIAS EUBOIAS, Greece (824)","Trikeri, Greece (TRK)",SIMI,FAST FERRIES,8.0,6.0,Cabin-3 Beds (Ext.) [A3],124.0,Hoplites,66.62410776192155,2008-10-01,00:33:34,1900-01-01 06:19:34,M,1993-11-10,Cyprus,3338512196,Gregory,Decker,Gregory.Decker@gmail.com,GB38QNRY45134610817887,Gregory,Decker,10/23
"Kontias Limnou, Greece (KNS)","Tolo Argolidos, Greece (TLA)",BLUE CARRIER 1,ZANTE FERRIES ,8.0,1.0,Deck/Living Room [D] ,271.0,Having many children,69.34806136151724,1976-08-26,14:42:58,1900-01-02 03:21:58,M,2001-11-08,Heard Island and McDonald Islands,0652826695,Gregory,Hernandez,Gregory.Hernandez@gmail.com,GB42RYEK55956305839711,Gregory,Hernandez,05/32
"Sikionia, Greece (SIK)","Kalilimenes, Greece (KLL)",NIKOLAOS,DODEKANISSOS SEAWAYS,6.0,4.0,Aviation Seat [ATS],400.0,College Student,53.89652949059676,1986-12-29,09:48:35,1900-01-01 15:11:35,M,1992-10-14,Tajikistan,4163276061,Kenneth,Patton,Kenneth.Patton@gmail.com,GB13FLTL17612124795552,Kenneth,Patton,01/33
"PAKHEIA AMMOS IERAPETRA, Greece (810)","Limni, Greece (LII)",ACHAIOS,ANEK LINES,7.0,1.0,Cabin-4 Beds [A4K],387.0,Having many children,21.66982661290687,1989-06-02,05:29:56,1900-01-01 06:37:56,F,1985-04-02,Botswana,8514937520,Connie,Newton,Connie.Newton@gmail.com,GB07TMSE69433875893621,Connie,Newton,11/32
"Siteia, Greece (JSH)","Psakhna, Greece (PSA)",ADAMANTIOS KORAIS,KARISTIA,7.0,8.0,Cabin-3 Beds [AB3],378.0,Hoplites,78.0215379827443,1977-04-14,20:19:31,1900-01-02 15:24:31,M,1993-11-04,Israel,+1-388-471-7888,Donald,Dixon,Donald.Dixon@gmail.com,GB15PGND59560062385313,Donald,Dixon,09/29
"Kythnos, Greece (KYT)","Mytilene, Greece (MJT)",CONTESSA DI LEVANTE,SAOS,2.0,1.0,Cabin-4 Beds (Ext.) [A4],477.0,Hoplites,92.76928978215359,1978-10-15,12:03:36,1900-01-01 14:44:36,F,1976-11-29,Qatar,904-465-9987,Lori,Smith,Lori.Smith@gmail.com,GB59MMPF85187997405033,Lori,Smith,05/25
"Frikes Ithakis, Greece (SAT)","Petani Beach, Greece (PEB)",THUNDER,FAST FERRIES,4.0,1.0,Cabin-2 Beds [A2K],262.0,Hoplites,16.339839625677197,2012-04-29,19:27:23,1900-01-02 09:43:23,F,1975-07-27,Oman,(055)691-3441,Alexis,Orr,Alexis.Orr@gmail.com,GB31UDCF07376156394925,Alexis,Orr,10/27
"Psakhna, Greece (PSA)","Stavros Halkidikis, Greece (SHA)",BLUE HORIZON,ALPHA LINES,5.0,3.0,Cabin-3 Beds [AB3],206.0,Hoplites,73.71587571952188,1987-05-20,15:32:23,1900-01-01 16:52:23,M,1990-12-24,Seychelles,445-392-7606,John,Clements,John.Clements@gmail.com,GB33MFAC76012253055498,John,Clements,08/31
"Moni Vatopediou, Greece (MVO)","Moutsouna, Greece (MOU)",SUPERRUNNER JET,KERKYRAIKES GRAMMES,2.0,2.0,Cabin-2 Beds (Ext.) [A2],482.0,No discount,12.566036649925557,2019-04-17,01:17:20,1900-01-01 04:27:20,M,1998-09-25,Cameroon,438-124-0398,Anthony,Martinez,Anthony.Martinez@gmail.com,GB89BXJI04507479084408,Anthony,Martinez,08/29
"Ithaki (Ithaca), Greece (ITH)","ARMENISTES RODOU, Greece (718)",MAKEDON,ANE KALYMNOU,1.0,2.0,Deck/Living Room [D] ,209.0,Hoplites,78.0557195218357,2002-04-02,11:56:42,1900-01-01 23:44:42,M,1979-08-04,Togo,254-657-9972,Adam,Long,Adam.Long@gmail.com,GB26HIHZ81190993867807,Adam,Long,03/30
"Eleftheres, Greece (ELT)","Assos, Greece (SOS)",FLYINGCAT 3,ΑΤΤΙCA GROUP,4.0,5.0,Aviation Seat [ATS],380.0,Having many children,64.59727751565583,1971-02-12,12:04:17,1900-01-01 13:25:17,F,1981-03-22,Oman,497-948-7337,Lindsay,Graham,Lindsay.Graham@gmail.com,GB53XSMJ55771101221143,Lindsay,Graham,11/30
"Piraeus, Greece (PIR)","Salonika, Greece (SNK)",STAVROS,SAOS,6.0,5.0,Deck/Living Room [D] ,408.0,Three Children,55.37046504323026,1983-09-07,03:07:57,1900-01-01 08:34:57,M,2002-06-11,French Guiana,001-653-018-4085,Chad,Bradley,Chad.Bradley@gmail.com,GB64NANW42833086041829,Chad,Bradley,04/24
"PORTO KAGIO LAKONIAS, Greece (820)","Alonnisos, Greece (ALO)",H/S/C SANTORINI PALACE,TWOWAY FERRIES,8.0,2.0,Cabin-4 Beds [AB4],206.0,Having many children,50.998289988949914,2012-01-22,01:09:44,1900-01-01 18:32:44,F,1986-09-13,Georgia,914.845.4496,Heather,Townsend,Heather.Townsend@gmail.com,GB35DMIY34295697868524,Heather,Townsend,03/29
"Astakos, Greece (AST)","MULOI ARGOUS, Greece (784)",F/B KRITI II,ALPHA LINES,6.0,7.0,Cabin-4 Beds [A4K],170.0,College Student,10.040732003451716,1994-01-05,19:54:19,1900-01-02 07:21:19,M,1978-05-07,Gabon,(168)568-6023,Glenn,Nichols,Glenn.Nichols@gmail.com,GB19IREI53164047493713,Glenn,Nichols,10/27
"MOURTOS THESPROTIAS, Greece (781)","Mirties Kalimnou, Greece (MRS)",EKATERINI P,SEAJETS,10.0,2.0,Cabin-3 Beds (Ext.) [A3],43.0,Retired NAT,67.24431262277899,1973-07-25,02:59:22,1900-01-01 19:27:22,F,1975-09-23,Central African Republic,891.816.3103,Kelsey,Wagner,Kelsey.Wagner@gmail.com,GB33DDVN82294554771014,Kelsey,Wagner,05/30
"Lindos Rodou, Greece (LDR)","Agnontas Skopelos, Greece (ANL)",ANO CHORA,NOVA FERRIES,10.0,5.0,Cabin-2 Beds (Ext.) [A2],490.0,Retired NAT,49.375666472033885,2015-11-24,13:07:14,1900-01-02 07:09:14,M,1995-10-25,Canada,001-511-862-9818,Charles,Gardner,Charles.Gardner@gmail.com,GB80CFAB58607934810596,Charles,Gardner,08/31
